,Symbol,Expiry,Option Type,Strike Price,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Premium Turnover,Open Interest,Change in OI,Underlying,expiry_type,Date,value,days_to_expiry,IV
11274,ADANIPORTS,2017-06-29,PE,360.0,15.3,15.5,12.3,12.9,12.85,12.9,53,49479000.0,1779000.0,137500,60000,357.9,monthly,2017-06-02,357.9,27,32
11276,ADANIPORTS,2017-06-29,PE,360.0,13.55,13.55,10.2,10.65,10.75,10.65,179,166122000.0,5022000.0,215000,77500,361.05,monthly,2017-06-05,361.05,24,31
11278,ADANIPORTS,2017-06-29,PE,360.0,11.35,12.6,8.5,10.55,11.0,10.55,256,237105000.00000003,6705000.0,225000,10000,361.45,monthly,2017-06-06,361.45,23,32
11280,ADANIPORTS,2017-06-29,PE,360.0,10.5,12.1,10.5,11.7,11.8,11.7,133,123491000.0,3791000.0,255000,30000,359.1,monthly,2017-06-07,359.1,22,33
11282,ADANIPORTS,2017-06-29,PE,360.0,12.6,15.2,10.1,10.75,10.5,10.75,181,168815000.0,5915000.0,265000,10000,359.15,monthly,2017-06-08,359.15,21,31
11284,ADANIPORTS,2017-06-29,PE,360.0,10.9,15.65,10.3,10.7,10.7,10.7,139,129447000.0,4347000.0,270000,5000,359.85,monthly,2017-06-09,359.85,20,33
11286,ADANIPORTS,2017-06-29,PE,360.0,11.8,13.5,11.4,12.3,12.2,12.3,40,37249000.0,1249000.0,255000,-15000,356.85,monthly,2017-06-12,356.85,17,36
11288,ADANIPORTS,2017-06-29,PE,360.0,12.9,13.25,9.2,10.35,10.4,10.35,137,126921000.0,3621000.0,282500,27500,359.4,monthly,2017-06-13,359.4,16,34
11290,ADANIPORTS,2017-06-29,PE,360.0,11.1,11.75,9.0,9.45,9.35,9.45,53,49056000.0,1356000.0,272500,-10000,359.5,monthly,2017-06-14,359.5,15,32
11292,ADANIPORTS,2017-06-29,PE,360.0,7.75,9.15,7.1,8.85,9.05,8.85,135,124341000.0,2841000.0,255000,-17500,360.0,monthly,2017-06-15,360.0,14,32
11294,ADANIPORTS,2017-06-29,PE,360.0,8.4,10.4,6.6,7.05,6.95,7.05,149,137242000.0,3142000.0,282500,27500,,monthly,2017-06-16,363.15,13,32
11296,ADANIPORTS,2017-06-29,PE,370.0,9.6,9.6,6.1,6.7,6.65,6.7,351,331464000.0,6789000.0,242500,197500,373.8,monthly,2017-06-19,373.8,10,35
11298,ADANIPORTS,2017-06-29,PE,380.0,12.5,13.0,9.8,10.05,10.05,10.05,17,16599000.0,449000.0,37500,17500,375.65,monthly,2017-06-20,375.65,9,33
11300,ADANIPORTS,2017-06-29,PE,370.0,5.75,7.9,4.8,6.35,6.1,6.35,377,354382000.0,5657000.0,290000,-82500,369.95,monthly,2017-06-21,369.95,8,29
11302,ADANIPORTS,2017-06-29,PE,370.0,5.7,7.0,5.1,6.3,5.8,6.3,218,204801000.00000003,3151000.0,257500,-32500,369.45,monthly,2017-06-22,369.45,7,30
11304,ADANIPORTS,2017-06-29,PE,370.0,6.85,10.0,6.6,6.75,6.6,6.75,135,127697000.0,2822000.0,122500,-135000,365.45,monthly,2017-06-23,365.45,6,22
11306,ADANIPORTS,2017-06-29,PE,370.0,4.2,7.2,3.5,5.3,5.25,5.3,165,154611000.0,1986000.0,127500,5000,367.7,monthly,2017-06-27,367.7,2,38
11308,ADANIPORTS,2017-06-29,PE,360.0,2.2,2.2,0.7,1.1,0.7,1.1,280,253050000.0,1050000.0,462500,-35000,364.5,monthly,2017-06-28,364.5,1,37
11592,ADANIPORTS,2017-07-27,PE,370.0,13.95,15.4,11.0,11.65,11.3,11.65,40,38203000.0,1203000.0,160000,55000,368.0,monthly,2017-07-03,368.0,24,29
11594,ADANIPORTS,2017-07-27,PE,370.0,12.6,12.6,8.75,10.0,9.75,10.0,156,148144000.0,3844000.0,180000,20000,371.7,monthly,2017-07-04,371.7,23,30
11596,ADANIPORTS,2017-07-27,PE,370.0,9.15,10.0,8.85,9.05,9.1,9.05,104,98609000.0,2409000.0,217500,37500,372.9,monthly,2017-07-05,372.9,22,30
11598,ADANIPORTS,2017-07-27,PE,370.0,8.0,9.05,7.75,8.85,8.9,8.85,84,79484000.0,1784000.0,240000,22500,373.05,monthly,2017-07-06,373.05,21,30
11600,ADANIPORTS,2017-07-27,PE,370.0,9.4,9.4,7.75,8.8,9.0,8.8,111,104996000.0,2321000.0,227500,-12500,371.6,monthly,2017-07-07,371.6,20,29
11602,ADANIPORTS,2017-07-27,PE,370.0,7.6,7.6,6.0,6.8,7.2,6.8,65,61240000.0,1115000.0,240000,12500,374.95,monthly,2017-07-10,374.95,17,29
11604,ADANIPORTS,2017-07-27,PE,370.0,7.2,8.0,6.8,7.55,7.4,7.55,68,64164000.0,1264000.0,260000,20000,372.7,monthly,2017-07-11,372.7,16,29
11606,ADANIPORTS,2017-07-27,PE,370.0,6.9,7.3,5.9,5.95,5.95,5.95,56,52726000.0,926000.0,247500,-12500,373.85,monthly,2017-07-12,373.85,15,26
11608,ADANIPORTS,2017-07-27,PE,380.0,10.15,11.55,9.8,10.3,10.35,10.3,16,15629000.0,429000.0,62500,12500,375.95,monthly,2017-07-13,375.95,14,28
11610,ADANIPORTS,2017-07-27,PE,380.0,9.5,10.5,9.5,10.05,10.05,10.05,13,12671000.0,321000.0,75000,12500,375.6,monthly,2017-07-14,375.6,13,28
11612,ADANIPORTS,2017-07-27,PE,380.0,9.0,9.0,6.2,6.7,6.45,6.7,140,135520000.0,2520000.0,127500,52500,381.25,monthly,2017-07-17,381.25,10,30
11614,ADANIPORTS,2017-07-27,PE,380.0,7.5,7.5,5.5,6.4,6.2,6.4,98,94633000.0,1533000.0,152500,25000,381.9,monthly,2017-07-18,381.9,9,31
11616,ADANIPORTS,2017-07-27,PE,380.0,6.1,7.9,5.65,6.05,5.95,6.05,74,71536000.0,1236000.0,162500,10000,381.05,monthly,2017-07-19,381.05,8,30
11618,ADANIPORTS,2017-07-27,PE,380.0,5.4,7.1,5.4,5.7,5.5,5.7,45,43425000.0,675000.0,170000,7500,380.0,monthly,2017-07-20,380.0,7,27
11620,ADANIPORTS,2017-07-27,PE,380.0,5.4,7.5,3.6,4.15,7.5,4.15,83,79861000.0,1011000.0,160000,-10000,381.9,monthly,2017-07-21,381.9,6,26
11622,ADANIPORTS,2017-07-27,PE,390.0,10.0,10.0,4.85,5.8,5.8,5.8,53,52512000.0,836999.9999999999,92500,40000,388.45,monthly,2017-07-24,388.45,3,36
11624,ADANIPORTS,2017-07-27,PE,390.0,5.0,6.9,2.7,3.5,3.15,3.5,96,94563000.0,963000.0,117500,25000,390.75,monthly,2017-07-25,390.75,2,34
11626,ADANIPORTS,2017-07-27,PE,390.0,2.75,4.4,1.2,1.65,1.8,1.65,65,63742999.99999999,368000.0,160000,42500,393.05,monthly,2017-07-26,393.05,1,36
11820,ADANIPORTS,2017-08-31,PE,400.0,12.5,13.6,11.85,12.1,12.3,12.1,56,57786000.0,1786000.0,110000,52500,404.0,monthly,2017-08-01,404.0,30,32
11822,ADANIPORTS,2017-08-31,PE,410.0,18.0,18.0,12.75,13.7,13.25,13.7,32,33952000.0,1152000.0,45000,40000,411.25,monthly,2017-08-02,411.25,29,32
11824,ADANIPORTS,2017-08-31,PE,410.0,13.9,17.15,13.6,16.0,16.0,16.0,33,35086000.0,1261000.0,22500,-22500,407.35,monthly,2017-08-03,407.35,28,34
11826,ADANIPORTS,2017-08-31,PE,410.0,14.15,16.2,12.3,12.3,12.3,12.3,16,16986000.0,586000.0,27500,5000,406.65,monthly,2017-08-04,406.65,27,25
11828,ADANIPORTS,2017-08-31,PE,410.0,12.6,13.15,8.9,10.2,10.2,10.2,94,98698000.0,2348000.0,107500,80000,414.25,monthly,2017-08-07,414.25,24,30
11830,ADANIPORTS,2017-08-31,PE,410.0,9.95,12.35,9.4,10.6,9.9,10.6,76,79941000.0,2041000.0,75000,-32500,414.8,monthly,2017-08-08,414.8,23,32
11832,ADANIPORTS,2017-08-31,PE,400.0,7.25,16.0,6.45,14.95,16.0,14.95,330,339322000.0,9322000.0,245000,37500,397.25,monthly,2017-08-09,397.25,22,36
11834,ADANIPORTS,2017-08-31,PE,390.0,11.6,17.35,10.0,14.25,11.85,14.25,336,338529000.0,10929000.0,210000,-12500,385.65,monthly,2017-08-10,385.65,21,33
11836,ADANIPORTS,2017-08-31,PE,380.0,12.05,13.05,9.95,10.9,10.2,10.9,278,272023000.0,7923000.0,335000,-45000,382.75,monthly,2017-08-11,382.75,20,35
11838,ADANIPORTS,2017-08-31,PE,400.0,12.35,14.25,9.65,11.15,11.45,11.15,68,70026000.0,2026000.0,240000,15000,396.2,monthly,2017-08-14,396.2,17,28
11840,ADANIPORTS,2017-08-31,PE,400.0,10.0,13.75,8.4,10.45,9.9,10.45,103,105772000.0,2772000.0,262500,22500,397.55,monthly,2017-08-16,397.55,15,29
11842,ADANIPORTS,2017-08-31,PE,390.0,6.9,9.4,5.4,8.9,6.95,8.9,136,135103000.0,2503000.0,202500,22500,389.3,monthly,2017-08-17,389.3,14,29
11844,ADANIPORTS,2017-08-31,PE,390.0,10.45,12.0,8.0,9.55,9.4,9.55,89,89000000.0,2225000.0,177500,-25000,386.2,monthly,2017-08-18,386.2,13,27
11846,ADANIPORTS,2017-08-31,PE,380.0,5.6,10.0,4.7,9.4,9.5,9.4,428,414314000.00000006,7714000.0,347500,-60000,375.95,monthly,2017-08-21,375.95,10,30
11848,ADANIPORTS,2017-08-31,PE,380.0,8.7,13.2,6.65,9.15,8.45,9.15,209,203605000.0,5055000.0,357500,10000,375.65,monthly,2017-08-22,375.65,9,29
11850,ADANIPORTS,2017-08-31,PE,380.0,4.9,6.8,3.35,3.5,3.7,3.5,346,333370000.0,4670000.0,432500,75000,385.0,monthly,2017-08-23,385.0,8,25
11852,ADANIPORTS,2017-08-31,PE,380.0,3.4,5.9,3.4,4.75,4.85,4.75,165,158792000.0,2042000.0,390000,-42500,380.05,monthly,2017-08-24,380.05,7,23
11854,ADANIPORTS,2017-08-31,PE,390.0,9.0,9.0,4.95,5.1,5.0,5.1,61,60354999.99999999,880000.0000000001,160000,-10000,387.5,monthly,2017-08-28,387.5,3,27
11856,ADANIPORTS,2017-08-31,PE,380.0,1.8,4.4,1.75,2.75,3.05,2.75,251,240195000.0,1745000.0,282500,-57500,383.3,monthly,2017-08-29,383.3,2,37
11858,ADANIPORTS,2017-08-31,PE,390.0,4.25,4.75,1.45,2.05,2.5,2.05,85,83479000.0,604000.0,162500,17500,389.75,monthly,2017-08-30,389.75,1,23
12156,ADANIPORTS,2017-09-28,PE,390.0,11.9,11.9,9.0,9.3,9.1,9.3,44,44004000.0,1104000.0,80000,32500,394.9,monthly,2017-09-01,394.9,27,28
12158,ADANIPORTS,2017-09-28,PE,380.0,6.7,11.0,6.7,9.3,9.5,9.3,137,133438000.0,3288000.0000000005,132500,67500,384.85,monthly,2017-09-04,384.85,24,31
12160,ADANIPORTS,2017-09-28,PE,390.0,14.0,14.95,10.9,11.25,11.2,11.25,42,42281000.0,1331000.0,125000,7500,390.3,monthly,2017-09-05,390.3,23,30
12162,ADANIPORTS,2017-09-28,PE,390.0,13.8,13.8,12.75,13.7,13.7,13.7,5,5040000.0,165000.0,125000,0,385.05,monthly,2017-09-06,385.05,22,31
12164,ADANIPORTS,2017-09-28,PE,390.0,11.3,13.0,11.05,11.8,11.5,11.8,27,27123000.0,798000.0,145000,20000,387.7,monthly,2017-09-07,387.7,21,30
12166,ADANIPORTS,2017-09-28,PE,390.0,10.45,15.0,10.45,12.2,12.0,12.2,20,20150000.0,650000.0,132500,-12500,385.9,monthly,2017-09-08,385.9,20,29
12168,ADANIPORTS,2017-09-28,PE,390.0,10.7,12.65,9.9,11.95,11.75,11.95,34,34085000.0,935000.0,147500,15000,385.35,monthly,2017-09-11,385.35,17,29
12170,ADANIPORTS,2017-09-28,PE,390.0,11.8,11.95,9.3,9.8,10.05,9.8,16,16010000.0,410000.0,162500,15000,389.05,monthly,2017-09-12,389.05,16,30
12172,ADANIPORTS,2017-09-28,PE,390.0,9.4,11.25,7.5,9.75,9.35,9.75,55,54810000.0,1185000.0,197500,35000,390.0,monthly,2017-09-13,390.0,15,32
12174,ADANIPORTS,2017-09-28,PE,400.0,14.0,14.0,6.9,7.45,7.15,7.45,75,76763000.0,1763000.0,162500,72500,403.1,monthly,2017-09-14,403.1,14,29
12176,ADANIPORTS,2017-09-28,PE,410.0,11.5,12.3,10.6,11.85,12.05,11.85,23,24253000.0,678000.0,47500,12500,405.15,monthly,2017-09-15,405.15,13,31
12178,ADANIPORTS,2017-09-28,PE,400.0,5.95,9.0,5.95,7.0,6.65,7.0,123,125184000.0,2184000.0,282500,92500,404.7,monthly,2017-09-18,404.7,10,35
12180,ADANIPORTS,2017-09-28,PE,410.0,12.0,12.25,9.8,10.05,10.05,10.05,13,13680000.000000002,355000.0,70000,2500,406.9,monthly,2017-09-19,406.9,9,33
12182,ADANIPORTS,2017-09-28,PE,410.0,7.7,9.4,6.8,7.45,7.6,7.45,64,66859000.0,1259000.0,105000,35000,409.7,monthly,2017-09-20,409.7,8,31
12184,ADANIPORTS,2017-09-28,PE,410.0,6.8,9.0,5.4,6.5,6.5,6.5,78,81286000.0,1336000.0,142500,37500,410.2,monthly,2017-09-21,410.2,7,29
12186,ADANIPORTS,2017-09-28,PE,400.0,4.05,7.3,3.2,6.15,6.7,6.15,258,261343000.0,3343000.0,277500,17500,401.2,monthly,2017-09-22,401.2,6,33
12188,ADANIPORTS,2017-09-28,PE,390.0,4.65,9.65,4.5,5.5,5.75,5.5,429,425191000.0,6916000.0,212500,-25000,388.65,monthly,2017-09-25,388.65,3,34
12190,ADANIPORTS,2017-09-28,PE,390.0,4.8,5.1,3.1,4.05,3.95,4.05,119,117229000.0,1204000.0,200000,-12500,390.55,monthly,2017-09-26,390.55,2,37
12192,ADANIPORTS,2017-09-28,PE,370.0,0.35,3.2,0.35,2.25,2.5,2.25,155,144020000.0,645000.0,170000,55000,372.55,monthly,2017-09-27,372.55,1,43
12556,ADANIPORTS,2017-10-26,PE,380.0,12.0,14.15,9.2,9.85,9.6,9.85,76,74330000.0,2130000.0,117500,42500,383.7,monthly,2017-10-03,383.7,23,31
12558,ADANIPORTS,2017-10-26,PE,390.0,14.75,14.75,11.9,12.0,11.9,12.0,8,8054000.000000001,254000.0,97500,5000,387.65,monthly,2017-10-04,387.65,22,30
12560,ADANIPORTS,2017-10-26,PE,390.0,12.4,13.0,12.05,12.8,13.0,12.8,7,7045999.999999999,221000.0,97500,0,385.9,monthly,2017-10-05,385.9,21,30
12562,ADANIPORTS,2017-10-26,PE,390.0,9.6,11.15,9.3,10.3,10.2,10.3,43,43013000.0,1088000.0,135000,37500,389.25,monthly,2017-10-06,389.25,20,28
12564,ADANIPORTS,2017-10-26,PE,390.0,13.3,13.55,7.4,8.15,8.2,8.15,59,58948000.0,1423000.0,150000,15000,393.7,monthly,2017-10-09,393.7,17,30
12566,ADANIPORTS,2017-10-26,PE,400.0,14.05,14.3,11.75,12.6,12.6,12.6,11,11363000.0,363000.0,42500,7500,396.85,monthly,2017-10-10,396.85,16,34
12568,ADANIPORTS,2017-10-26,PE,400.0,9.95,12.0,8.9,9.95,10.75,9.95,51,52276000.0,1276000.0,75000,32500,396.95,monthly,2017-10-11,396.95,15,27
12570,ADANIPORTS,2017-10-26,PE,400.0,10.65,11.05,6.35,6.7,7.0,6.7,78,79576000.0,1576000.0,125000,50000,403.7,monthly,2017-10-12,403.7,14,27
12572,ADANIPORTS,2017-10-26,PE,410.0,11.5,12.95,8.35,8.55,8.45,8.55,17,17879000.0,454000.0,35000,15000,408.2,monthly,2017-10-13,408.2,13,26
12574,ADANIPORTS,2017-10-26,PE,410.0,8.4,10.15,7.6,9.6,9.6,9.6,24,25144000.0,544000.0,57500,22500,406.8,monthly,2017-10-16,406.8,10,30
12576,ADANIPORTS,2017-10-26,PE,410.0,9.3,10.15,8.1,8.2,8.1,8.2,12,12571000.0,271000.0,57500,0,406.85,monthly,2017-10-17,406.85,9,26
12578,ADANIPORTS,2017-10-26,PE,410.0,10.0,10.0,7.5,7.5,7.5,7.5,3,3138000.0,63000.0,60000,2500,406.9,monthly,2017-10-18,406.9,8,25
12580,ADANIPORTS,2017-10-26,PE,400.0,4.0,6.5,4.0,5.35,6.5,5.35,17,17228000.0,228000.0,205000,0,401.4,monthly,2017-10-19,401.4,7,28
12582,ADANIPORTS,2017-10-26,PE,410.0,6.05,10.2,4.85,7.3,7.3,7.3,104,108362000.0,1762000.0,115000,55000,407.05,monthly,2017-10-23,407.05,3,39
12584,ADANIPORTS,2017-10-26,PE,410.0,7.25,8.1,5.85,6.25,6.2,6.25,73,76078000.0,1253000.0,92500,-22500,406.2,monthly,2017-10-24,406.2,2,34
12586,ADANIPORTS,2017-10-26,PE,420.0,9.0,9.0,5.0,5.0,5.0,5.0,3,3199000.0,49000.0,20000,0,415.45,monthly,2017-10-25,415.45,1,23
12896,ADANIPORTS,2017-11-30,PE,430.0,15.05,15.6,13.5,14.65,14.35,14.65,53,58879000.0,1904000.0,185000,5000,433.1,monthly,2017-11-01,433.1,29,35
12898,ADANIPORTS,2017-11-30,PE,440.0,18.0,18.3,16.55,16.85,16.55,16.85,12,13726000.0,526000.0,60000,17500,437.25,monthly,2017-11-02,437.25,28,33
12900,ADANIPORTS,2017-11-30,PE,430.0,13.6,13.8,12.05,12.55,12.55,12.55,19,21029000.0,604000.0,197500,0,434.85,monthly,2017-11-03,434.85,27,33
12902,ADANIPORTS,2017-11-30,PE,440.0,17.05,17.4,14.75,16.75,16.75,16.75,26,29652000.0,1052000.0,67500,10000,437.55,monthly,2017-11-06,437.55,24,36
12904,ADANIPORTS,2017-11-30,PE,430.0,13.0,16.45,11.95,14.7,14.5,14.7,39,43349000.0,1424000.0,202500,7500,431.55,monthly,2017-11-07,431.55,23,37
12906,ADANIPORTS,2017-11-30,PE,430.0,14.0,16.25,14.0,15.4,15.3,15.4,27,30050000.0,1025000.0,202500,0,429.7,monthly,2017-11-08,429.7,22,37
12908,ADANIPORTS,2017-11-30,PE,430.0,12.8,14.35,12.15,13.35,12.8,13.35,46,51007000.0,1557000.0,195000,-7500,433.4,monthly,2017-11-09,433.4,21,37
12910,ADANIPORTS,2017-11-30,PE,430.0,13.35,16.8,13.35,13.85,13.8,13.85,29,32251000.0,1076000.0,207500,12500,432.05,monthly,2017-11-10,432.05,20,38
12912,ADANIPORTS,2017-11-30,PE,410.0,6.6,11.15,6.05,10.25,9.65,10.25,534,558678000.0,11328000.0,310000,105000,413.35,monthly,2017-11-13,413.35,17,34
12914,ADANIPORTS,2017-11-30,PE,410.0,9.5,12.5,8.4,9.9,9.7,9.9,331,347764000.0,8489000.0,290000,-20000,410.75,monthly,2017-11-14,410.75,16,31
12916,ADANIPORTS,2017-11-30,PE,410.0,10.3,12.5,7.95,10.6,10.85,10.6,139,145874000.0,3399000.0,305000,15000,407.1,monthly,2017-11-15,407.1,15,28
12918,ADANIPORTS,2017-11-30,PE,400.0,7.2,12.05,5.85,10.55,10.5,10.55,276,282828000.0,6828000.0,202500,-22500,397.2,monthly,2017-11-16,397.2,14,30
12920,ADANIPORTS,2017-11-30,PE,400.0,8.1,11.1,7.0,8.55,8.7,8.55,193,197302000.0,4302000.0,235000,32500,400.95,monthly,2017-11-17,400.95,13,31
12922,ADANIPORTS,2017-11-30,PE,400.0,9.05,10.1,6.4,9.45,9.2,9.45,132,134715000.0,2715000.0,235000,0,398.6,monthly,2017-11-20,398.6,10,34
12924,ADANIPORTS,2017-11-30,PE,400.0,7.95,7.95,5.7,7.45,7.6,7.45,112,113896000.0,1896000.0,282500,47500,400.8,monthly,2017-11-21,400.8,9,32
12926,ADANIPORTS,2017-11-30,PE,410.0,8.6,9.1,5.65,6.1,6.1,6.1,141,147209000.0,2684000.0,290000,20000,414.5,monthly,2017-11-22,414.5,8,34
12928,ADANIPORTS,2017-11-30,PE,410.0,5.2,11.2,5.2,8.65,8.95,8.65,125,130744000.0,2619000.0,280000,-10000,407.1,monthly,2017-11-23,407.1,7,32
12930,ADANIPORTS,2017-11-30,PE,400.0,4.25,5.25,3.7,3.85,3.9,3.85,139,140494000.0,1494000.0,282500,15000,404.6,monthly,2017-11-24,404.6,6,29
12932,ADANIPORTS,2017-11-30,PE,400.0,6.65,6.8,4.2,4.75,4.4,4.75,164,166288000.0,2288000.0,280000,-2500,399.5,monthly,2017-11-27,399.5,3,31
12934,ADANIPORTS,2017-11-30,PE,400.0,4.2,6.45,3.45,5.0,5.3,5.0,92,93023000.0,1023000.0,267500,-12500,396.95,monthly,2017-11-28,396.95,2,28
12936,ADANIPORTS,2017-11-30,PE,400.0,5.5,7.35,1.5,1.9,2.0,1.9,407,410926000.0,3926000.0,370000,102500,403.45,monthly,2017-11-29,403.45,1,40
13336,ADANIPORTS,2017-12-28,PE,390.0,8.85,15.75,8.5,15.05,15.75,15.05,56,56254000.0,1654000.0,87500,47500,386.75,monthly,2017-12-01,386.75,27,33
13338,ADANIPORTS,2017-12-28,PE,390.0,17.55,17.6,13.95,14.05,13.95,14.05,33,33426000.0,1251000.0,87500,0,388.15,monthly,2017-12-04,388.15,24,34
13340,ADANIPORTS,2017-12-28,PE,390.0,17.2,19.15,13.45,13.75,13.9,13.75,36,36627000.0,1527000.0,90000,2500,388.85,monthly,2017-12-05,388.85,23,35
13342,ADANIPORTS,2017-12-28,PE,390.0,15.6,15.6,14.0,15.15,15.15,15.15,30,30361000.0,1111000.0,107500,17500,385.75,monthly,2017-12-06,385.75,22,35
13344,ADANIPORTS,2017-12-28,PE,390.0,15.1,15.1,11.5,12.35,11.5,12.35,67,67557000.0,2232000.0,122500,15000,389.7,monthly,2017-12-07,389.7,21,34
13346,ADANIPORTS,2017-12-28,PE,390.0,9.95,10.2,9.05,9.85,10.2,9.85,71,70941000.0,1716000.0,140000,17500,393.4,monthly,2017-12-08,393.4,20,32
13348,ADANIPORTS,2017-12-28,PE,390.0,9.75,13.95,9.7,10.5,10.5,10.5,50,50204000.0,1454000.0,157500,17500,391.75,monthly,2017-12-11,391.75,17,35
13350,ADANIPORTS,2017-12-28,PE,400.0,15.6,15.6,9.8,11.15,11.8,11.15,101,103859000.0,2859000.0,200000,67500,402.5,monthly,2017-12-12,402.5,16,38
13352,ADANIPORTS,2017-12-28,PE,390.0,8.1,11.5,7.35,10.75,9.75,10.75,161,160607000.0,3632000.0,195000,17500,394.0,monthly,2017-12-13,394.0,15,41
13354,ADANIPORTS,2017-12-28,PE,400.0,15.6,21.25,14.6,15.4,14.85,15.4,53,55384000.0,2384000.0,217500,-5000,395.1,monthly,2017-12-14,395.1,14,42
13356,ADANIPORTS,2017-12-28,PE,400.0,10.3,11.9,9.65,11.5,10.75,11.5,258,264735000.0,6734999.999999999,455000,237500,401.35,monthly,2017-12-15,401.35,13,41
13358,ADANIPORTS,2017-12-28,PE,400.0,21.05,23.85,4.3,7.3,6.75,7.3,610,621884000.0,11884000.0,460000,5000,404.6,monthly,2017-12-18,404.6,10,36
13360,ADANIPORTS,2017-12-28,PE,410.0,10.05,13.4,9.9,10.2,10.2,10.2,90,94728000.0,2478000.0,240000,-27500,405.8,monthly,2017-12-19,405.8,9,32
13362,ADANIPORTS,2017-12-28,PE,400.0,6.0,7.1,3.75,5.1,4.35,5.1,200,202839000.0,2839000.0,485000,-25000,404.4,monthly,2017-12-20,404.4,8,30
13364,ADANIPORTS,2017-12-28,PE,400.0,4.85,5.2,3.7,4.85,4.95,4.85,133,134515000.0,1515000.0,515000,30000,402.3,monthly,2017-12-21,402.3,7,27
13366,ADANIPORTS,2017-12-28,PE,400.0,4.25,5.8,3.3,4.2,4.0,4.2,284,286865000.0,2865000.0,435000,-80000,402.15,monthly,2017-12-22,402.15,6,25
13368,ADANIPORTS,2017-12-28,PE,400.0,4.5,4.6,1.9,2.25,2.2,2.25,184,185400000.0,1400000.0,407500,-27500,404.55,monthly,2017-12-26,404.55,2,35
13370,ADANIPORTS,2017-12-28,PE,400.0,2.0,2.5,1.05,1.55,1.65,1.55,309,310347000.0,1347000.0,360000,-47500,404.2,monthly,2017-12-27,404.2,1,38
13564,ADANIPORTS,2018-01-25,PE,400.0,9.85,12.25,9.65,11.4,12.25,11.4,46,47210000.0,1210000.0,255000,17500,399.65,monthly,2018-01-01,399.65,24,29
13566,ADANIPORTS,2018-01-25,PE,400.0,11.6,14.7,11.6,12.4,12.95,12.4,52,53705999.99999999,1705999.9999999998,260000,5000,397.4,monthly,2018-01-02,397.4,23,29
13568,ADANIPORTS,2018-01-25,PE,410.0,17.6,18.05,13.65,14.1,13.7,14.1,134,142242000.0,4892000.0,152500,97500,407.65,monthly,2018-01-03,407.65,22,33
13570,ADANIPORTS,2018-01-25,PE,410.0,13.7,15.7,13.1,13.55,13.25,13.55,73,77422000.0,2597000.0,150000,-2500,409.85,monthly,2018-01-04,409.85,21,35
13572,ADANIPORTS,2018-01-25,PE,420.0,18.3,18.3,10.65,11.45,11.55,11.45,273,294992000.0,8342000.0,155000,120000,423.8,monthly,2018-01-05,423.8,20,35
13574,ADANIPORTS,2018-01-25,PE,420.0,10.15,12.3,10.05,11.3,11.6,11.3,139,149840000.0,3890000.0,172500,17500,422.9,monthly,2018-01-08,422.9,17,36
13576,ADANIPORTS,2018-01-25,PE,420.0,11.3,12.8,10.2,12.25,12.4,12.25,114,123067000.0,3367000.0,167500,-5000,421.1,monthly,2018-01-09,421.1,16,37
13578,ADANIPORTS,2018-01-25,PE,420.0,12.8,12.8,10.0,10.85,10.7,10.85,207,222899000.0,5549000.0,170000,2500,423.45,monthly,2018-01-10,423.45,15,37
13580,ADANIPORTS,2018-01-25,PE,430.0,16.85,17.0,12.4,15.1,15.0,15.1,75,83245000.0,2620000.0,102500,30000,425.5,monthly,2018-01-11,425.5,14,39
13582,ADANIPORTS,2018-01-25,PE,420.0,9.95,16.4,9.75,10.75,10.6,10.75,254,274630000.0,7930000.0,337500,-22500,423.3,monthly,2018-01-12,423.3,13,39
13584,ADANIPORTS,2018-01-25,PE,420.0,9.6,11.7,8.6,10.95,10.6,10.95,170,182590000.0,4090000.0,352500,15000,420.6,monthly,2018-01-15,420.6,10,41
13586,ADANIPORTS,2018-01-25,PE,420.0,9.25,12.0,8.0,10.0,9.65,10.0,269,289304000.0,6854000.000000001,347500,-5000,423.55,monthly,2018-01-16,423.55,9,45
13588,ADANIPORTS,2018-01-25,PE,430.0,13.1,13.1,8.2,8.8,8.7,8.8,229,251694000.0,5519000.0,257500,142500,433.4,monthly,2018-01-17,433.4,8,41
13590,ADANIPORTS,2018-01-25,PE,420.0,3.75,14.95,3.75,10.65,8.05,10.65,1469,1571930000.0,29480000.0,427500,-60000,416.25,monthly,2018-01-18,416.25,7,38
13592,ADANIPORTS,2018-01-25,PE,430.0,13.0,13.65,4.95,5.55,5.0,5.55,491,537281000.0,9456000.0,432500,185000,433.45,monthly,2018-01-19,433.45,6,33
13594,ADANIPORTS,2018-01-25,PE,440.0,8.4,9.75,5.85,6.65,6.3,6.65,210,234859000.0,3859000.000000001,135000,90000,438.05,monthly,2018-01-22,438.05,3,36
13596,ADANIPORTS,2018-01-25,PE,440.0,5.95,9.5,4.5,6.35,5.6,6.35,214,238724000.0,3324000.0,205000,70000,438.4,monthly,2018-01-23,438.4,2,43
13598,ADANIPORTS,2018-01-25,PE,450.0,11.5,11.5,3.5,4.1,3.6,4.1,28,31836000.0,336000.0,52500,37500,448.75,monthly,2018-01-24,448.75,1,37
14020,ADANIPORTS,2018-02-22,PE,430.0,13.35,21.1,11.95,12.7,12.0,12.7,86,95715000.0,3265000.0,155000,-5000,428.75,monthly,2018-02-01,428.75,21,31
