,Symbol,Expiry,Option Type,Strike Price,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Premium Turnover,Open Interest,Change in OI,Underlying,expiry_type,Date,value,days_to_expiry,IV
25066,ADANIPORTS,2020-03-26,PE,230.0,0.0,0.0,0.0,0.05,0.0,6.4,0,0.0,0.0,0,0,231.75,monthly,2020-03-24,231.75,2,7
25068,ADANIPORTS,2020-03-26,PE,255.0,0.0,0.0,0.0,50.15,50.15,5.55,0,0.0,0.0,7500,0,255.6,monthly,2020-03-25,255.6,1,500
26616,ADANIPORTS,2020-04-30,PE,245.0,0.0,0.0,0.0,21.9,21.9,25.9,0,0.0,0.0,12500,0,244.8,monthly,2020-04-01,244.8,29,81
26618,ADANIPORTS,2020-04-30,PE,245.0,19.0,19.0,19.0,19.0,19.0,24.25,1,660000.0,48000.0,15000,2500,244.8,monthly,2020-04-03,244.8,27,73
26620,ADANIPORTS,2020-04-30,PE,250.0,14.75,17.8,14.4,14.4,14.4,23.0,8,5324000.0,324000.0,55000,5000,248.1,monthly,2020-04-07,248.1,23,55
26622,ADANIPORTS,2020-04-30,PE,250.0,17.9,19.3,14.75,17.35,17.35,20.65,13,8667000.0,542000.0,50000,-5000,250.85,monthly,2020-04-08,250.85,22,74
26624,ADANIPORTS,2020-04-30,PE,250.0,17.9,18.0,15.0,15.6,16.1,15.6,18,11968000.0,718000.0,60000,10000,251.9,monthly,2020-04-09,251.9,21,70
26626,ADANIPORTS,2020-04-30,PE,265.0,18.6,18.6,17.4,17.4,17.4,19.85,2,1415000.0,90000.0,5000,5000,262.85,monthly,2020-04-13,262.85,17,73
26628,ADANIPORTS,2020-04-30,PE,270.0,16.0,16.0,11.5,13.9,13.9,18.1,17,12034000.0,559000.0,27500,25000,268.9,monthly,2020-04-15,268.9,15,62
26630,ADANIPORTS,2020-04-30,PE,270.0,16.0,18.0,13.45,13.85,13.85,13.85,18,12852000.000000002,702000.0,25000,-2500,267.6,monthly,2020-04-16,267.6,14,61
26632,ADANIPORTS,2020-04-30,PE,270.0,12.0,15.4,12.0,12.95,12.95,16.3,26,18461000.0,911000.0,35000,10000,268.15,monthly,2020-04-17,268.15,13,60
26634,ADANIPORTS,2020-04-30,PE,270.0,12.5,12.55,9.65,10.15,9.65,10.15,34,23868000.0,918000.0,47500,12500,270.5,monthly,2020-04-20,270.5,10,59
26636,ADANIPORTS,2020-04-30,PE,265.0,10.9,11.65,9.3,9.75,9.8,9.75,26,17888000.0,663000.0,37500,5000,265.2,monthly,2020-04-21,265.2,9,60
26638,ADANIPORTS,2020-04-30,PE,270.0,12.75,12.8,7.7,8.1,7.7,8.1,14,9780000.0,330000.0,50000,5000,271.9,monthly,2020-04-22,271.9,8,57
26640,ADANIPORTS,2020-04-30,PE,280.0,12.2,12.2,9.0,9.45,9.3,9.45,5,3624000.0,124000.0,20000,-5000,277.6,monthly,2020-04-23,277.6,7,54
26642,ADANIPORTS,2020-04-30,PE,270.0,6.5,7.4,5.5,6.25,6.8,6.25,64,44213000.0,1013000.0,77500,-22500,270.65,monthly,2020-04-24,270.65,6,48
26644,ADANIPORTS,2020-04-30,PE,270.0,4.35,5.85,3.7,4.75,4.5,4.75,51,35045000.0,620000.0,80000,2500,271.15,monthly,2020-04-27,271.15,3,54
26646,ADANIPORTS,2020-04-30,PE,275.0,5.75,5.75,5.75,5.75,5.75,6.25,1,702000.0,14000.000000000002,40000,-2500,272.95,monthly,2020-04-28,272.95,2,58
26648,ADANIPORTS,2020-04-30,PE,290.0,9.2,9.2,3.15,6.5,4.1,6.5,6,4447000.0,97000.0,12500,7500,287.65,monthly,2020-04-29,287.65,1,87
27408,ADANIPORTS,2020-05-28,PE,265.0,14.5,16.75,14.5,15.7,15.45,15.7,14,9825000.0,550000.0,17500,15000,266.35,monthly,2020-05-04,266.35,24,62
27410,ADANIPORTS,2020-05-28,PE,265.0,14.75,18.1,14.1,17.7,17.7,17.7,56,39317000.0,2217000.0,80000,62500,263.1,monthly,2020-05-05,263.1,23,64
27412,ADANIPORTS,2020-05-28,PE,270.0,19.95,19.95,13.1,14.1,13.15,14.1,268,191245000.0,10345000.0,277500,132500,270.15,monthly,2020-05-06,270.15,22,55
27414,ADANIPORTS,2020-05-28,PE,280.0,15.4,15.4,11.65,12.25,12.05,12.25,189,138366000.0,6066000.0,182500,137500,282.4,monthly,2020-05-07,282.4,21,51
27416,ADANIPORTS,2020-05-28,PE,285.0,12.6,14.15,12.0,12.3,12.6,12.3,24,17861000.0,761000.0,40000,20000,285.05,monthly,2020-05-08,285.05,20,47
27418,ADANIPORTS,2020-05-28,PE,290.0,13.6,13.6,10.1,11.2,11.2,11.2,118,88957000.0,3407000.0,132500,82500,289.7,monthly,2020-05-11,289.7,17,45
27420,ADANIPORTS,2020-05-28,PE,290.0,12.0,13.45,11.0,11.25,11.3,11.25,99,74734000.0,2959000.0,112500,-20000,291.5,monthly,2020-05-12,291.5,16,50
27422,ADANIPORTS,2020-05-28,PE,310.0,15.35,15.35,13.65,13.8,13.9,13.8,15,12155000.0,530000.0,22500,22500,309.35,monthly,2020-05-13,309.35,15,55
27424,ADANIPORTS,2020-05-28,PE,310.0,15.0,15.85,12.7,13.8,14.6,13.8,58,46984000.0,2034000.0,55000,32500,308.4,monthly,2020-05-14,308.4,14,55
27426,ADANIPORTS,2020-05-28,PE,310.0,12.4,13.45,10.4,11.05,11.5,11.05,52,41869000.0,1569000.0,57500,2500,309.25,monthly,2020-05-15,309.25,13,47
27428,ADANIPORTS,2020-05-28,PE,295.0,6.5,11.0,6.15,10.65,10.6,10.65,152,115639000.0,3539000.0,85000,-7500,293.3,monthly,2020-05-18,293.3,10,51
27430,ADANIPORTS,2020-05-28,PE,320.0,18.8,18.8,10.5,11.25,11.2,11.25,108,89513000.0,3113000.0,137500,127500,319.2,monthly,2020-05-19,319.2,9,55
27432,ADANIPORTS,2020-05-28,PE,325.0,13.0,13.5,9.05,9.45,9.25,9.45,13,10939000.0,376000.0,12500,7500,323.75,monthly,2020-05-20,323.75,8,46
27434,ADANIPORTS,2020-05-28,PE,315.0,5.8,7.5,5.15,6.25,6.7,6.25,216,173613000.0,3513000.0000000005,120000,40000,317.15,monthly,2020-05-21,317.15,7,42
27436,ADANIPORTS,2020-05-28,PE,310.0,5.8,8.0,4.5,5.3,4.8,5.3,625,493974000.0,9599000.0,220000,-132500,310.6,monthly,2020-05-22,310.6,6,36
27438,ADANIPORTS,2020-05-28,PE,315.0,6.0,7.6,1.9,4.25,4.4,4.25,69,55062000.0,725000.0,135000,15000,315.6,monthly,2020-05-26,315.6,2,49
27440,ADANIPORTS,2020-05-28,PE,325.0,3.75,4.25,1.05,1.8,1.8,1.8,21,17207000.0,145000.0,32500,22500,326.65,monthly,2020-05-27,326.65,1,37
28488,ADANIPORTS,2020-06-25,PE,330.0,11.85,12.5,9.9,11.8,11.4,11.8,404,344114000.0,10814000.0,137500,70000,329.35,monthly,2020-06-01,329.35,24,35
28490,ADANIPORTS,2020-06-25,PE,340.0,17.55,17.55,12.65,13.0,13.3,13.0,54,47754000.0,1854000.0,95000,62500,339.95,monthly,2020-06-02,339.95,23,39
28492,ADANIPORTS,2020-06-25,PE,340.0,12.55,14.2,10.65,12.35,12.05,12.35,127,111849000.0,3899000.0,172500,77500,,monthly,2020-06-03,339.55,22,38
28494,ADANIPORTS,2020-06-25,PE,340.0,11.6,13.35,11.1,12.7,12.5,12.7,108,95157000.0,3357000.0,222500,50000,339.2,monthly,2020-06-04,339.2,21,39
28496,ADANIPORTS,2020-06-25,PE,340.0,13.0,13.0,9.4,11.45,11.0,11.45,173,151540000.0,4490000.0,195000,-27500,,monthly,2020-06-05,341.15,20,39
28498,ADANIPORTS,2020-06-25,PE,345.0,0.0,0.0,0.0,13.9,13.9,13.95,0,0.0,0.0,10000,0,,monthly,2020-06-08,343.3,17,45
28500,ADANIPORTS,2020-06-25,PE,345.0,13.95,13.95,10.8,12.35,12.5,12.35,18,16065000.0,540000.0,30000,20000,,monthly,2020-06-09,346.05,16,45
28502,ADANIPORTS,2020-06-25,PE,345.0,11.5,14.15,11.45,12.15,12.15,11.55,20,17890000.0,640000.0,37500,7500,,monthly,2020-06-10,346.55,15,47
28504,ADANIPORTS,2020-06-25,PE,340.0,9.5,13.75,8.5,12.55,12.0,12.55,483,424876000.0,14326000.0,280000,55000,,monthly,2020-06-11,338.65,14,46
28506,ADANIPORTS,2020-06-25,PE,345.0,15.15,20.95,11.5,11.55,11.5,11.55,12,10828000.0,478000.0,52500,-2500,,monthly,2020-06-12,345.3,13,46
28508,ADANIPORTS,2020-06-25,PE,340.0,9.95,14.2,9.85,12.5,12.1,12.5,557,490022000.0,16572000.0,462500,187500,,monthly,2020-06-15,339.75,10,56
28510,ADANIPORTS,2020-06-25,PE,340.0,9.25,13.85,8.15,11.1,10.9,11.1,314,275667000.0,8767000.0,397500,-65000,,monthly,2020-06-16,340.8,9,54
28512,ADANIPORTS,2020-06-25,PE,340.0,11.3,12.0,8.5,10.1,10.25,10.1,281,245695000.0,6845000.0,397500,0,,monthly,2020-06-17,341.3,8,54
28514,ADANIPORTS,2020-06-25,PE,345.0,14.0,14.0,8.0,8.95,9.2,8.95,14,12413000.0,338000.0,55000,-5000,,monthly,2020-06-18,343.8,7,44
28516,ADANIPORTS,2020-06-25,PE,350.0,11.55,11.55,4.95,6.65,6.05,6.65,190,169401000.0,3151000.0,182500,95000,,monthly,2020-06-19,348.9,6,34
28518,ADANIPORTS,2020-06-25,PE,350.0,7.4,8.2,4.25,5.35,5.0,5.35,180,160056000.0,2556000.0,167500,-15000,,monthly,2020-06-22,349.6,3,41
28520,ADANIPORTS,2020-06-25,PE,355.0,0.0,0.0,0.0,9.4,9.4,4.3,0,0.0,0.0,40000,0,,monthly,2020-06-23,355.65,2,92
28522,ADANIPORTS,2020-06-25,PE,350.0,2.6,2.7,0.7,1.8,2.15,1.8,184,161729000.0,729000.0,142500,22500,351.85,monthly,2020-06-24,351.85,1,36
29020,ADANIPORTS,2020-07-30,PE,345.0,13.4,14.25,12.3,14.25,14.25,16.95,8,7164000.0,264000.0,45000,-2500,,monthly,2020-07-01,343.8,29,37
29022,ADANIPORTS,2020-07-30,PE,345.0,11.1,12.2,10.6,10.7,10.6,10.7,9,8020000.0,257000.0,52500,7500,346.8,monthly,2020-07-02,346.8,28,31
29024,ADANIPORTS,2020-07-30,PE,360.0,14.3,15.1,10.55,12.85,12.5,12.85,443,412016000.0,13316000.0,140000,120000,360.4,monthly,2020-07-03,360.4,27,35
29026,ADANIPORTS,2020-07-30,PE,360.0,12.0,14.2,10.55,12.85,11.55,12.85,637,592200000.0,18900000.0,225000,85000,,monthly,2020-07-06,359.45,24,35
29028,ADANIPORTS,2020-07-30,PE,345.0,7.65,13.15,7.65,12.85,12.75,12.85,21,18710000.0,598000.0,87500,-2500,345.95,monthly,2020-07-07,345.95,23,40
29030,ADANIPORTS,2020-07-30,PE,340.0,11.4,13.3,11.2,12.5,12.75,12.5,375,330084000.0,11334000.0,320000,62500,,monthly,2020-07-08,340.6,22,40
29032,ADANIPORTS,2020-07-30,PE,345.0,13.0,14.9,12.5,12.5,12.5,12.5,10,8958000.0,333000.0,100000,0,,monthly,2020-07-09,343.15,21,36
29034,ADANIPORTS,2020-07-30,PE,335.0,12.0,14.35,12.0,12.7,12.55,12.7,58,50497000.0,1922000.0,67500,27500,,monthly,2020-07-10,334.95,20,41
29036,ADANIPORTS,2020-07-30,PE,330.0,8.95,11.25,8.95,11.0,11.2,11.0,155,131748000.0,3873000.0,240000,7500,,monthly,2020-07-13,332.2,17,43
29038,ADANIPORTS,2020-07-30,PE,320.0,6.35,11.45,6.35,11.2,10.95,11.2,168,138342000.0,3942000.0,325000,97500,,monthly,2020-07-14,320.4,16,43
29040,ADANIPORTS,2020-07-30,PE,315.0,7.35,11.3,7.35,10.95,10.9,10.95,30,24328000.0,703000.0,57500,2500,,monthly,2020-07-15,315.15,15,44
29042,ADANIPORTS,2020-07-30,PE,310.0,10.0,10.15,7.9,9.6,9.6,9.6,112,89403000.0,2603000.0,192500,52500,,monthly,2020-07-16,311.2,14,43
29044,ADANIPORTS,2020-07-30,PE,315.0,12.0,12.0,8.8,10.5,10.2,10.5,36,29273000.0,923000.0,57500,-2500,,monthly,2020-07-17,313.0,13,41
29046,ADANIPORTS,2020-07-30,PE,315.0,10.5,12.1,8.3,8.6,8.45,8.6,50,40606000.0,1231000.0,100000,42500,,monthly,2020-07-20,317.3,10,47
29048,ADANIPORTS,2020-07-30,PE,315.0,5.45,10.05,5.0,9.05,8.05,9.05,37,29821000.0,684000.0,82500,-17500,,monthly,2020-07-21,314.7,9,46
29050,ADANIPORTS,2020-07-30,PE,310.0,7.3,9.1,5.55,7.5,7.05,7.5,245,194149000.0,4274000.0,217500,2500,,monthly,2020-07-22,312.0,8,46
29052,ADANIPORTS,2020-07-30,PE,315.0,5.65,8.85,5.65,8.8,8.7,8.8,8,6458000.0,158000.0,70000,0,313.9,monthly,2020-07-23,313.9,7,48
29054,ADANIPORTS,2020-07-30,PE,310.0,7.25,9.9,6.0,6.5,7.35,6.5,235,187044000.0,4919000.0,227500,17500,,monthly,2020-07-24,309.4,6,40
29056,ADANIPORTS,2020-07-30,PE,310.0,8.2,12.65,4.55,5.15,5.25,5.15,162,128926000.0,3376000.0,192500,-35000,,monthly,2020-07-27,309.05,3,42
29058,ADANIPORTS,2020-07-30,PE,320.0,12.05,12.05,4.75,6.05,8.95,6.05,100,81527000.0,1527000.0,222500,0,,monthly,2020-07-28,318.6,2,56
29060,ADANIPORTS,2020-07-30,PE,315.0,4.95,4.95,0.85,1.85,2.0,1.85,86,68233000.0,508000.0,35000,-65000,315.15,monthly,2020-07-29,315.15,1,29
29988,ADANIPORTS,2020-08-27,PE,310.0,11.95,13.85,9.8,12.75,12.4,12.75,131,105476000.0,3951000.0,252500,35000,,monthly,2020-08-03,311.35,24,43
29990,ADANIPORTS,2020-08-27,PE,315.0,14.0,14.0,12.95,13.5,13.65,13.5,10,8212000.0,337000.0,67500,12500,,monthly,2020-08-04,314.95,23,44
29992,ADANIPORTS,2020-08-27,PE,325.0,19.0,19.0,12.0,12.25,12.3,12.25,21,17835000.0,772000.0,32500,32500,327.1,monthly,2020-08-05,327.1,22,43
29994,ADANIPORTS,2020-08-27,PE,325.0,12.3,14.0,12.3,14.0,14.0,13.35,18,15216999.999999998,592000.0,40000,7500,,monthly,2020-08-06,323.8,21,44
29996,ADANIPORTS,2020-08-27,PE,325.0,13.35,13.5,9.75,9.75,9.75,9.75,6,5062000.0,187000.0,40000,0,,monthly,2020-08-07,326.65,20,36
29998,ADANIPORTS,2020-08-27,PE,330.0,12.6,12.9,10.1,11.25,10.95,11.25,70,59729000.0,1979000.0,72500,7500,,monthly,2020-08-10,331.3,17,43
30000,ADANIPORTS,2020-08-27,PE,335.0,12.35,13.6,10.2,10.55,10.85,10.55,30,25994000.0,869000.0,27500,17500,,monthly,2020-08-11,335.0,16,39
30002,ADANIPORTS,2020-08-27,PE,340.0,14.5,14.5,7.3,9.05,8.75,9.05,485,423423000.0,11173000.0,212500,145000,,monthly,2020-08-12,341.2,15,36
30004,ADANIPORTS,2020-08-27,PE,350.0,13.25,13.3,10.0,10.25,10.0,10.25,44,39742000.0,1242000.0,42500,12500,,monthly,2020-08-13,347.65,14,34
30006,ADANIPORTS,2020-08-27,PE,350.0,8.1,12.3,4.25,10.0,9.2,10.0,152,136433000.0,3433000.0,67500,25000,,monthly,2020-08-14,348.1,13,35
30008,ADANIPORTS,2020-08-27,PE,355.0,9.45,9.45,7.15,7.2,7.15,7.2,12,10894000.0,244000.0,15000,15000,,monthly,2020-08-17,357.45,10,36
30010,ADANIPORTS,2020-08-27,PE,355.0,7.25,7.8,5.1,5.65,5.1,5.65,39,35258000.0,646000.0,42500,27500,357.45,monthly,2020-08-18,357.45,9,31
30012,ADANIPORTS,2020-08-27,PE,355.0,5.95,6.5,3.5,6.45,6.5,6.45,70,63016999.99999999,892000.0,55000,12500,,monthly,2020-08-19,356.65,8,35
30014,ADANIPORTS,2020-08-27,PE,355.0,10.0,10.0,7.25,7.45,7.6,7.45,22,19985000.0,460000.0,52500,-2500,353.6,monthly,2020-08-20,353.6,7,35
30016,ADANIPORTS,2020-08-27,PE,355.0,5.5,6.4,5.2,5.6,5.75,5.6,25,22538000.0,350000.0,55000,2500,,monthly,2020-08-21,354.35,6,29
30018,ADANIPORTS,2020-08-27,PE,350.0,2.35,6.6,1.6,5.25,5.2,5.25,242,214254000.0,2504000.0,110000,-42500,,monthly,2020-08-24,349.0,3,38
30020,ADANIPORTS,2020-08-27,PE,345.0,2.75,6.45,2.75,4.6,4.4,4.6,1800,1577010000.0,24510000.0,612500,505000,,monthly,2020-08-25,346.1,2,50
30022,ADANIPORTS,2020-08-27,PE,355.0,5.35,5.35,1.3,4.05,5.1,4.05,156,139452000.0,1002000.0,62500,7500,354.25,monthly,2020-08-26,354.25,1,49
30824,ADANIPORTS,2020-09-24,PE,350.0,15.55,22.8,11.8,17.6,16.9,17.6,264,242729000.0,11729000.0,312500,30000,,monthly,2020-09-01,348.8,23,50
30826,ADANIPORTS,2020-09-24,PE,360.0,24.85,24.85,15.4,16.15,16.05,16.15,177,167239000.0,7939000.0,142500,-2500,359.9,monthly,2020-09-02,359.9,22,47
30828,ADANIPORTS,2020-09-24,PE,365.0,18.0,19.2,15.6,16.05,15.65,16.05,55,52487000.0,2300000.0,50000,25000,,monthly,2020-09-03,366.0,21,48
30830,ADANIPORTS,2020-09-24,PE,355.0,13.5,18.4,12.15,17.15,16.95,17.15,75,69321000.0,2758000.0,70000,15000,353.0,monthly,2020-09-04,353.0,20,50
30832,ADANIPORTS,2020-09-24,PE,350.0,13.15,17.15,13.15,14.6,15.2,14.6,206,188213000.0,7963000.0,362500,25000,,monthly,2020-09-07,352.05,17,52
30834,ADANIPORTS,2020-09-24,PE,345.0,11.85,14.75,10.25,14.1,14.65,14.1,39,34818000.0,1181000.0,80000,12500,,monthly,2020-09-08,345.6,16,51
30836,ADANIPORTS,2020-09-24,PE,345.0,15.9,18.8,13.0,13.35,13.5,13.35,79,71335000.0,3198000.0,72500,-7500,,monthly,2020-09-09,343.85,15,47
30838,ADANIPORTS,2020-09-24,PE,340.0,10.15,14.7,9.75,12.55,13.25,12.55,238,209408000.0,7108000.0,310000,-2500,,monthly,2020-09-10,341.6,14,51
30840,ADANIPORTS,2020-09-24,PE,340.0,12.55,16.65,10.85,11.55,11.9,11.55,289,255463000.0,9813000.0,322500,12500,,monthly,2020-09-11,342.5,13,50
30842,ADANIPORTS,2020-09-24,PE,350.0,14.2,15.5,10.1,10.95,11.0,10.95,162,146592000.0,4842000.0,315000,25000,,monthly,2020-09-14,351.65,10,51
30844,ADANIPORTS,2020-09-24,PE,355.0,12.0,12.65,10.55,12.15,12.15,12.15,52,47670000.0,1520000.0,70000,17500,,monthly,2020-09-15,352.65,9,50
30846,ADANIPORTS,2020-09-24,PE,355.0,12.25,12.25,9.95,10.15,10.15,10.15,8,7314000.0,214000.0,62500,-7500,,monthly,2020-09-16,353.55,8,45
30848,ADANIPORTS,2020-09-24,PE,345.0,6.8,8.0,5.3,7.65,8.0,7.65,39,34323000.0,685000.0,87500,12500,,monthly,2020-09-17,346.1,7,43
30850,ADANIPORTS,2020-09-24,PE,360.0,11.85,12.5,8.15,8.75,8.15,8.75,49,45319000.0,1219000.0,120000,0,357.85,monthly,2020-09-18,357.85,6,42
30852,ADANIPORTS,2020-09-24,PE,350.0,4.4,9.45,3.4,7.35,8.5,7.35,572,508013000.0,7513000.0,212500,-155000,,monthly,2020-09-21,347.85,3,49
30854,ADANIPORTS,2020-09-24,PE,330.0,1.35,9.75,1.35,4.5,4.65,4.5,1201,1007628000.0,16803000.0,417500,-12500,,monthly,2020-09-22,332.3,2,57
30856,ADANIPORTS,2020-09-24,PE,325.0,0.85,5.75,0.85,3.0,3.45,3.0,143,117500000.0,1313000.0,25000,-32500,324.6,monthly,2020-09-23,324.6,1,41
31760,ADANIPORTS,2020-10-29,PE,355.0,0.0,0.0,0.0,56.2,0.0,16.35,0,0.0,0.0,0,0,,monthly,2020-10-01,353.3,28,144
31762,ADANIPORTS,2020-10-29,PE,350.0,10.2,12.9,8.6,12.15,12.5,12.15,162,146148000.0,4398000.0,105000,45000,350.35,monthly,2020-10-05,350.35,24,36
31764,ADANIPORTS,2020-10-29,PE,360.0,14.4,15.0,11.15,11.45,11.4,11.45,201,187130000.0,6230000.0,102500,67500,,monthly,2020-10-06,362.9,23,37
31766,ADANIPORTS,2020-10-29,PE,360.0,12.15,12.95,9.75,12.45,12.4,12.45,153,142222000.0,4522000.0,102500,0,,monthly,2020-10-07,360.65,22,37
31768,ADANIPORTS,2020-10-29,PE,360.0,14.7,15.1,11.25,12.85,12.75,12.85,142,132543000.0,4743000.0,110000,7500,,monthly,2020-10-08,359.75,21,38
31770,ADANIPORTS,2020-10-29,PE,355.0,10.95,12.65,10.55,11.8,11.85,11.8,74,67810000.0,2135000.0,70000,15000,,monthly,2020-10-09,357.2,20,40
31772,ADANIPORTS,2020-10-29,PE,360.0,14.25,15.0,12.0,14.0,13.95,14.0,59,55073000.0,1973000.0,122500,17500,,monthly,2020-10-12,357.65,17,42
31774,ADANIPORTS,2020-10-29,PE,350.0,9.7,12.75,9.35,12.1,12.75,12.1,122,109999000.0,3249000.0,147500,-27500,,monthly,2020-10-13,349.9,16,42
31776,ADANIPORTS,2020-10-29,PE,350.0,13.4,14.55,11.75,12.25,11.8,12.25,61,55399000.0,2024000.0,122500,-25000,348.95,monthly,2020-10-14,348.95,15,42
31778,ADANIPORTS,2020-10-29,PE,345.0,8.25,12.95,8.25,12.9,12.85,12.9,29,25749000.0,737000.0,70000,-10000,,monthly,2020-10-15,342.8,14,45
31780,ADANIPORTS,2020-10-29,PE,350.0,13.1,13.65,9.5,9.8,9.7,9.8,34,30742000.0,992000.0,132500,-10000,,monthly,2020-10-16,349.95,13,38
31782,ADANIPORTS,2020-10-29,PE,350.0,10.6,11.35,9.05,10.0,9.95,10.0,60,54079000.0,1579000.0,122500,-10000,,monthly,2020-10-19,347.55,10,39
31784,ADANIPORTS,2020-10-29,PE,350.0,8.85,10.8,8.8,9.8,9.75,9.8,45,40500000.0,1125000.0,120000,-2500,348.95,monthly,2020-10-20,348.95,9,43
31786,ADANIPORTS,2020-10-29,PE,355.0,8.7,10.2,6.4,7.9,8.25,7.9,74,67143000.0,1468000.0,70000,-10000,,monthly,2020-10-21,355.35,8,39
31788,ADANIPORTS,2020-10-29,PE,360.0,9.45,10.1,6.0,8.0,7.75,8.0,356,327095000.0,6695000.0,157500,65000,,monthly,2020-10-22,358.35,7,37
31790,ADANIPORTS,2020-10-29,PE,360.0,6.4,6.65,3.4,4.65,4.6,4.65,574,523167000.0,6567000.0,192500,35000,,monthly,2020-10-23,364.35,6,36
31792,ADANIPORTS,2020-10-29,PE,360.0,5.0,5.5,2.0,4.35,4.55,4.35,1045,948727000.0,8227000.0,292500,100000,363.7,monthly,2020-10-26,363.7,3,46
31794,ADANIPORTS,2020-10-29,PE,360.0,6.35,11.5,2.3,2.7,2.8,2.7,447,409588000.0,7288000.0,200000,-92500,,monthly,2020-10-27,364.4,2,42
31796,ADANIPORTS,2020-10-29,PE,355.0,2.0,4.5,0.6,4.15,4.5,4.15,125,111510000.0,573000.0,70000,-35000,353.65,monthly,2020-10-28,353.65,1,46
32160,ADANIPORTS,2020-11-26,PE,355.0,14.05,17.05,11.4,14.0,11.4,14.0,74,68501000.0,2826000.0,52500,-5000,,monthly,2020-11-02,356.9,24,42
32162,ADANIPORTS,2020-11-26,PE,355.0,18.3,20.55,15.0,16.7,16.4,16.7,217,201888000.0,9300000.0,135000,82500,353.65,monthly,2020-11-03,353.65,23,46
32164,ADANIPORTS,2020-11-26,PE,360.0,17.15,20.2,11.2,13.15,12.4,13.15,509,477507000.0,19407000.0,125000,67500,,monthly,2020-11-04,361.1,22,40
32166,ADANIPORTS,2020-11-26,PE,370.0,15.0,16.0,11.05,13.3,12.65,13.3,261,250482000.00000003,9057000.0,105000,72500,,monthly,2020-11-05,368.65,21,37
32168,ADANIPORTS,2020-11-26,PE,370.0,12.85,14.75,10.0,12.1,11.4,12.1,304,290447000.0,9247000.0,142500,37500,,monthly,2020-11-06,371.1,20,38
32170,ADANIPORTS,2020-11-26,PE,365.0,7.9,11.5,7.7,11.1,11.1,11.1,178,166936000.0,4511000.0,157500,42500,,monthly,2020-11-09,367.05,17,39
32172,ADANIPORTS,2020-11-26,PE,365.0,11.1,12.2,7.85,11.3,11.3,11.3,201,188104000.0,4692000.0,167500,10000,,monthly,2020-11-10,366.75,16,41
32174,ADANIPORTS,2020-11-26,PE,370.0,13.8,13.8,10.75,11.1,11.25,11.1,251,239712000.0,7537000.0,380000,40000,371.6,monthly,2020-11-11,371.6,15,41
32176,ADANIPORTS,2020-11-26,PE,370.0,11.75,14.45,9.45,12.9,13.35,12.9,200,191116000.0,6116000.0,452500,72500,,monthly,2020-11-12,368.05,14,42
32178,ADANIPORTS,2020-11-26,PE,365.0,12.25,12.25,8.95,11.5,11.5,10.35,67,62884000.0,1747000.0,177500,17500,365.5,monthly,2020-11-13,365.5,13,43
32180,ADANIPORTS,2020-11-26,PE,365.0,13.75,13.75,13.75,13.75,13.75,13.75,2,1894000.0,69000.0,180000,2500,366.1,monthly,2020-11-14,366.1,12,55
32182,ADANIPORTS,2020-11-26,PE,380.0,16.7,16.7,8.0,10.3,11.6,10.3,274,266766000.0,6466000.0,170000,140000,379.65,monthly,2020-11-17,379.65,9,43
32184,ADANIPORTS,2020-11-26,PE,390.0,9.0,13.5,9.0,9.9,9.4,9.9,188,188478000.0,5178000.0,90000,90000,391.1,monthly,2020-11-18,391.1,8,46
32186,ADANIPORTS,2020-11-26,PE,380.0,6.8,9.8,5.05,8.95,9.4,8.95,714,690563000.0,12263000.0,367500,-32500,,monthly,2020-11-19,381.9,7,47
32188,ADANIPORTS,2020-11-26,PE,375.0,7.7,8.9,5.9,7.25,7.1,7.25,458,437788000.0,8413000.0,152500,-17500,,monthly,2020-11-20,375.85,6,40
32190,ADANIPORTS,2020-11-26,PE,375.0,4.85,8.7,4.85,6.25,6.6,6.25,108,103024000.0,1773999.9999999998,145000,-7500,,monthly,2020-11-23,375.15,3,47
32192,ADANIPORTS,2020-11-26,PE,390.0,12.1,12.1,3.25,4.6,4.55,4.6,1174,1157323000.0,12673000.0,255000,170000,,monthly,2020-11-24,392.25,2,49
32194,ADANIPORTS,2020-11-26,PE,400.0,8.0,15.6,2.55,4.35,4.6,4.35,362,367092000.0,5092000.0,135000,2500,,monthly,2020-11-25,398.95,1,45
33148,ADANIPORTS,2020-12-31,PE,425.0,20.15,20.15,18.2,18.45,18.8,18.45,5,5547000.0,235000.0,12500,7500,,monthly,2020-12-01,423.8,30,38
33150,ADANIPORTS,2020-12-31,PE,440.0,26.0,26.0,19.35,20.6,20.9,20.6,46,53007000.00000001,2407000.0,47500,45000,,monthly,2020-12-02,438.2,29,41
33152,ADANIPORTS,2020-12-31,PE,435.0,15.8,16.95,15.1,16.6,16.8,16.6,36,40595000.0,1445000.0,37500,27500,,monthly,2020-12-03,435.8,28,37
33154,ADANIPORTS,2020-12-31,PE,455.0,0.0,0.0,0.0,139.7,0.0,19.5,0,0.0,0.0,0,0,,monthly,2020-12-04,453.7,27,291
33156,ADANIPORTS,2020-12-31,PE,470.0,24.0,24.0,18.25,18.9,19.3,18.9,261,319896000.0,13221000.0,92500,92500,,monthly,2020-12-07,471.5,24,42
